"ID","Status","LR","LR_SD","RF","RF_SD","GB","GB_SD","GBLUP","GBLUP_SD","LASSO","LASSO_SD","RKHS","RKHS_SD","EGBLUP","EGBLUP_SD","BRR","BRR_SD","BayesB","BayesB_SD","MAF"
"B-184",0,0.468704519286322,0.0185964874487685,0.519427807533785,0.00388983271175086,0.515324136614799,0.0221950970616569,0.484,0,0.4755,0.00709068246206088,0.4695,0.0156648935166789,0.477937,0.0168601390860218,0.4762,0.00404969134626331,0.47,0.0188502873541316,0.05
"B-185",1,0.519355173605433,0.0265254071135625,0.525024208664334,0.00319119668454977,0.527166104316711,0.0286915198588756,0.499,0,0.4759,0.00615449248742555,0.4837,0.012552556180582,0.481026,0.00940829681126658,0.4755,0.00552268050859362,0.4458,0.0148383886516622,0.05
"B-186",1,0.611332588629491,0.0206492966909104,0.530050612484002,0.00622080299232932,0.553564435243607,0.013358659683012,0.569,0,0.5861,0.0134118521382312,0.5743,0.0110055541533456,0.552804,0.0143807434516516,0.5808,0.00814861951498535,0.6337,0.0107191417566893,0.05
"B-191",1,0.570514049200746,0.0201019521582628,0.531571085823817,0.00421051882181065,0.544878900051117,0.0177398523394061,0.546,0,0.5436,0.00779173351129973,0.5593,0.0140716420900729,0.529955,0.0135065294909125,0.543,0.00410960933531266,0.5462,0.0105388171379271,0.05
"B-192",1,0.519106930805629,0.0243281594709796,0.529673443096057,0.00376687663662208,0.557432192564011,0.0254240386263659,0.539,0,0.538,0.00820568908339412,0.5431,0.00897465567275116,0.52873,0.00912619794267519,0.5342,0.0030840089349921,0.5353,0.0160558054574939,0.05
"B-193",0,0.437554924861874,0.0175249119460594,0.520846598287311,0.00428003893494278,0.439069586992264,0.0286489629876407,0.459,0,0.4814,0.00573875712444196,0.4783,0.0115474864989938,0.482242,0.0078148943264342,0.48,0.00397212509593766,0.5061,0.0119112458533009,0.05
"B-194",1,0.478161669467355,0.0209228400062207,0.520612242700129,0.00449359590369026,0.491712790727615,0.0176004233730985,0.47,0,0.4966,0.0101893190264228,0.4997,0.00958065179874987,0.494496,0.00905895284603395,0.4967,0.00427005074130664,0.4159,0.0124226495652989,0.05
"B-195",0,0.43052544570135,0.0187443059019544,0.52288978158941,0.00478615108439185,0.432229828834534,0.0300213217986029,0.506,0,0.4614,0.01500518428929,0.4727,0.00754320886625843,0.471343,0.0132081044564818,0.4624,0.0108750478926148,0.4531,0.0139956342399256,0.05
"B-196",1,0.479479277603148,0.0129990160917229,0.524822520529562,0.00439099090612004,0.557853770256042,0.0224059875846934,0.486,0,0.4691,0.00887505868525197,0.4895,0.0132936910684062,0.468033,0.00814472160359087,0.4657,0.00549848463972876,0.4985,0.0150572979721537,0.05
"B-20",0,0.471650894960906,0.0173974721965023,0.528183086643453,0.00343112599142103,0.559925758838654,0.0267969370042422,0.498,0,0.4768,0.00592171146432064,0.4838,0.00867691701521278,0.480737,0.00696556618102378,0.4757,0.0045227818381562,0.5354,0.015145222935889,0.05
"B-200",0,0.415934749283724,0.0133884645175344,0.51141738925983,0.00376751597117253,0.35800247490406,0.0315881248173873,0.442,0,0.4473,0.00794494947889679,0.4575,0.0103628610378065,0.461874,0.00557414906311069,0.4464,0.00411501316320293,0.4596,0.0140095205723346,0.05
"B-201",1,0.443902113837627,0.0116730855327886,0.525638826017908,0.00371983801369886,0.53589648604393,0.0158963434808773,0.502,0,0.475,0.00964940988408674,0.4832,0.0102393576187398,0.486027,0.0114277333710583,0.4796,0.00761869046781955,0.5167,0.0132165720887747,0.05
"B-202",0,0.548716183599008,0.0238096942840858,0.524216185467884,0.00409256167311861,0.432046976685524,0.030439572040433,0.494,0,0.5217,0.00797287066662107,0.5134,0.0152184099037975,0.51201,0.00916074111509422,0.528,0.00473755680118397,0.4987,0.0133254143150098,0.05
"B-203",0,0.393147793298712,0.0164012243802148,0.518555227078929,0.00372856325798741,0.488504558801651,0.0330238642474761,0.461,0,0.4522,0.0115739170359717,0.4594,0.00878382351573365,0.465391,0.0103659393635545,0.453,0.00767390962214757,0.4756,0.0192249837451167,0.05
"B-204",1,0.563437379702822,0.0126676267761345,0.524785512321007,0.00336050675248726,0.527014115452766,0.0292386116491744,0.551,0,0.5428,0.00500666222813829,0.5399,0.00899938269487908,0.529579,0.00945502388503947,0.5436,0.00429987079909256,0.5029,0.0151543906362333,0.05
"B-205",1,0.464599924922948,0.0226521848297446,0.520080179579772,0.00570480964250319,0.509231823682785,0.0210400765201416,0.489,0,0.4688,0.00780028489508198,0.47,0.00492160768674444,0.476772,0.0110825145562227,0.4691,0.0048407988321488,0.4979,0.0156592180874752,0.05
"B-206",1,0.579321694295406,0.0299519568606552,0.526813742862251,0.00495263286166599,0.484071436524391,0.0177015779773298,0.53,0,0.5148,0.00511642236115998,0.5468,0.00894178704485606,0.510241,0.00501716487005693,0.5174,0.00591044273581374,0.5228,0.0306405686051099,0.05
"B-207",0,0.586475566827612,0.0227084739358976,0.526521441315859,0.00398358646116095,0.526566183567047,0.022946382007376,0.569,0,0.59,0.0121380943040221,0.562,0.0096724120856979,0.567308,0.010180416712711,0.5891,0.00554677083235523,0.5223,0.0172243367877483,0.05
